ref	query	chrom	ref_start	ref_end	source	block_no	ref_assembly	block_size	ref_chrom	bin_size_mbp
weebil	landmark	chr1A	20000000	25000000	nucmer	137	landmark	5000000	chr1A__ldm	5
cadenza	mace	chr1A	405000000	410000000	nucmer	138	mace	5000000	chr1A__mac	5
cadenza	mace	chr1A	435000000	440000000	nucmer	139	mace	5000000	chr1A__mac	5
claire	mace	chr1A	495000000	500000000	nucmer	140	mace	5000000	chr1A__mac	5
paragon	mace	chr1A	30000000	35000000	nucmer	141	mace	5000000	chr1A__mac	5
paragon	mace	chr1A	50000000	55000000	nucmer	142	mace	5000000	chr1A__mac	5
paragon	mace	chr1A	160000000	165000000	nucmer	143	mace	5000000	chr1A__mac	5
paragon	mace	chr1A	245000000	250000000	nucmer	144	mace	5000000	chr1A__mac	5
paragon	mace	chr1A	550000000	555000000	nucmer	145	mace	5000000	chr1A__mac	5
robigus	mace	chr1A	495000000	500000000	nucmer	146	mace	5000000	chr1A__mac	5
cadenza	norin61	chr1A	520000000	525000000	nucmer	147	norin61	5000000	chr1A__nor	5
paragon	norin61	chr1A	520000000	525000000	nucmer	148	norin61	5000000	chr1A__nor	5
weebil	norin61	chr1A	540000000	545000000	nucmer	149	norin61	5000000	chr1A__nor	5
paragon	stanley	chr1A	45000000	50000000	nucmer	150	stanley	5000000	chr1A__sta	5
paragon	stanley	chr1A	100000000	105000000	nucmer	151	stanley	5000000	chr1A__sta	5
paragon	stanley	chr1A	585000000	590000000	nucmer	152	stanley	5000000	chr1A__sta	5
weebil	stanley	chr1A	585000000	590000000	nucmer	153	stanley	5000000	chr1A__sta	5
cadenza	mattis	chr1A	15000000	20000000	nucmer	154	mattis	5000000	chr1A__sym	5
cadenza	mattis	chr1A	560000000	565000000	nucmer	155	mattis	5000000	chr1A__sym	5
claire	mattis	chr1A	165000000	170000000	nucmer	156	mattis	5000000	chr1A__sym	5
claire	mattis	chr1A	250000000	255000000	nucmer	157	mattis	5000000	chr1A__sym	5
claire	mattis	chr1A	340000000	345000000	nucmer	158	mattis	5000000	chr1A__sym	5
claire	mattis	chr1A	585000000	590000000	nucmer	159	mattis	5000000	chr1A__sym	5
paragon	mattis	chr1A	20000000	25000000	nucmer	160	mattis	5000000	chr1A__sym	5
paragon	mattis	chr1A	450000000	455000000	nucmer	161	mattis	5000000	chr1A__sym	5
weebil	mattis	chr1A	165000000	170000000	nucmer	162	mattis	5000000	chr1A__sym	5
weebil	mattis	chr1A	250000000	255000000	nucmer	163	mattis	5000000	chr1A__sym	5
weebil	mattis	chr1A	345000000	350000000	nucmer	164	mattis	5000000	chr1A__sym	5
jagger	julius	chr1A	343093797	354569808	BLAST	165	jagger	11476011	chr1A__jag	5
julius	jagger	chr1A	337568155	349019750	BLAST	165	julius	11451595	chr1A__jul	5
jagger	mace	chr1A	2149521	4883950	BLAST	184	jagger	2734429	chr1A__jag	5
jagger	mace	chr1A	6605419	9484348	BLAST	184	jagger	2878929	chr1A__jag	5
mace	jagger	chr1A	2662947	8233380	BLAST	184	mace	5570433	chr1A__mac	5
jagger	stanley	chr1A	16145889	21391689	BLAST	188	jagger	5245800	chr1A__jag	5
stanley	jagger	chr1A	17634560	21345163	BLAST	188	stanley	3710603	chr1A__sta	5
julius	lancer	chr1A	337568155	348616543	BLAST	195	julius	11048388	chr1A__jul	5
lancer	julius	chr1A	343531224	354499822	BLAST	195	lancer	10968598	chr1A__lac	5
julius	lancer	chr1A	393799689	403141976	BLAST	196	julius	9342287	chr1A__jul	5
lancer	julius	chr1A	398871872	408198289	BLAST	196	lancer	9326417	chr1A__lac	5
julius	mace	chr1A	337568155	348616543	BLAST	198	julius	11048388	chr1A__jul	5
mace	julius	chr1A	341014916	352035662	BLAST	198	mace	11020746	chr1A__mac	5
julius	mace	chr1A	393799689	403141976	BLAST	199	julius	9342287	chr1A__jul	5
mace	julius	chr1A	396434127	405734355	BLAST	199	mace	9300228	chr1A__mac	5
lancer	landmark	chr1A	1488116	3295407	BLAST	205	lancer	1807291	chr1A__lac	5
lancer	landmark	chr1A	7460564	10391938	BLAST	205	lancer	2931374	chr1A__lac	5
lancer	landmark	chr1A	13492195	15124908	BLAST	205	lancer	1632713	chr1A__lac	5
landmark	lancer	chr1A	5544755	13496419	BLAST	205	landmark	7951664	chr1A__ldm	5
lancer	landmark	chr1A	393213635	407684818	BLAST	207	lancer	14471183	chr1A__lac	5
landmark	lancer	chr1A	390907783	405443515	BLAST	207	landmark	14535732	chr1A__ldm	5
lancer	landmark	chr1A	426692087	431964015	BLAST	208	lancer	5271928	chr1A__lac	5
landmark	lancer	chr1A	424807508	430079423	BLAST	208	landmark	5271915	chr1A__ldm	5
landmark	mace	chr1A	390308188	405443515	BLAST	226	landmark	15135327	chr1A__ldm	5
mace	landmark	chr1A	390156433	405228273	BLAST	226	mace	15071840	chr1A__mac	5
cadenza	claire	chr1A	394587930	406156119	BLAST	243	IWGSCv1.1	11568189	chr1A	5
claire	cadenza	chr1A	394587930	406156119	BLAST	243	IWGSCv1.1	11568189	chr1A	5
cadenza	paragon	chr1A	16388445	33374973	BLAST	259	IWGSCv1.1	16986528	chr1A	5
paragon	cadenza	chr1A	16388445	33374973	BLAST	259	IWGSCv1.1	16986528	chr1A	5
cadenza	paragon	chr1A	42695416	57405834	BLAST	260	IWGSCv1.1	14710418	chr1A	5
paragon	cadenza	chr1A	42695416	57405834	BLAST	260	IWGSCv1.1	14710418	chr1A	5
cadenza	paragon	chr1A	68450747	87211613	BLAST	262	IWGSCv1.1	18760866	chr1A	5
paragon	cadenza	chr1A	68450747	87211613	BLAST	262	IWGSCv1.1	18760866	chr1A	5
cadenza	paragon	chr1A	90162001	96473287	BLAST	263	IWGSCv1.1	6311286	chr1A	5
paragon	cadenza	chr1A	90162001	96473287	BLAST	263	IWGSCv1.1	6311286	chr1A	5
cadenza	paragon	chr1A	508332796	545001519	BLAST	264	IWGSCv1.1	36668723	chr1A	5
paragon	cadenza	chr1A	508332796	545001519	BLAST	264	IWGSCv1.1	36668723	chr1A	5
cadenza	paragon	chr1A	570225504	592329619	BLAST	265	IWGSCv1.1	22104115	chr1A	5
paragon	cadenza	chr1A	570225504	592329619	BLAST	265	IWGSCv1.1	22104115	chr1A	5
cadenza	robigus	chr1A	341867721	348851728	BLAST	266	IWGSCv1.1	6984007	chr1A	5
robigus	cadenza	chr1A	341867721	348851728	BLAST	266	IWGSCv1.1	6984007	chr1A	5
cadenza	robigus	chr1A	394532819	408493891	BLAST	267	IWGSCv1.1	13961072	chr1A	5
robigus	cadenza	chr1A	394532819	408493891	BLAST	267	IWGSCv1.1	13961072	chr1A	5
claire	lancer	chr1A	5501535	11390028	BLAST	278	IWGSCv1.1	5888493	chr1A	5
lancer	claire	chr1A	1488116	4874830	BLAST	278	lancer	3386714	chr1A__lac	5
lancer	claire	chr1A	7460564	10391938	BLAST	278	lancer	2931374	chr1A__lac	5
claire	paragon	chr1A	469374580	498055126	BLAST	282	IWGSCv1.1	28680546	chr1A	5
paragon	claire	chr1A	469374580	498055126	BLAST	282	IWGSCv1.1	28680546	chr1A	5
claire	robigus	chr1A	22291726	409838736	BLAST	284	IWGSCv1.1	387547010	chr1A	5
robigus	claire	chr1A	22291726	409838736	BLAST	284	IWGSCv1.1	387547010	chr1A	5
claire	robigus	chr1A	415297273	443704605	BLAST	285	IWGSCv1.1	28407332	chr1A	5
robigus	claire	chr1A	415297273	443704605	BLAST	285	IWGSCv1.1	28407332	chr1A	5
claire	robigus	chr1A	444136296	531644539	BLAST	286	IWGSCv1.1	87508243	chr1A	5
robigus	claire	chr1A	444136296	531644539	BLAST	286	IWGSCv1.1	87508243	chr1A	5
claire	robigus	chr1A	536437267	547004979	BLAST	288	IWGSCv1.1	10567712	chr1A	5
robigus	claire	chr1A	536437267	547004979	BLAST	288	IWGSCv1.1	10567712	chr1A	5
mace	paragon	chr1A	404634822	420460161	BLAST	310	mace	15825339	chr1A__mac	5
paragon	mace	chr1A	405092099	420520292	BLAST	310	IWGSCv1.1	15428193	chr1A	5
paragon	robigus	chr1A	405681899	420397136	BLAST	313	IWGSCv1.1	14715237	chr1A	5
robigus	paragon	chr1A	405681899	420397136	BLAST	313	IWGSCv1.1	14715237	chr1A	5
paragon	robigus	chr1A	469587133	497868466	BLAST	314	IWGSCv1.1	28281333	chr1A	5
robigus	paragon	chr1A	469587133	497868466	BLAST	314	IWGSCv1.1	28281333	chr1A	5
landmark	paragon	chr1A	312822525	325498228	BLAST	334	landmark	12675703	chr1A__ldm	5
paragon	landmark	chr1A	313489231	326217978	BLAST	334	IWGSCv1.1	12728747	chr1A	5
lancer	weebil	chr1A	3021306	7411300	BLAST	345	lancer	4389994	chr1A__lac	5
weebil	lancer	chr1A	1228914	6764265	BLAST	345	IWGSCv1.1	5535351	chr1A	5
landmark	weebil	chr1A	33247533	41269385	BLAST	350	landmark	8021852	chr1A__ldm	5
weebil	landmark	chr1A	32895825	40913652	BLAST	350	IWGSCv1.1	8017827	chr1A	5
mace	weebil	chr1A	1269326	8314096	BLAST	353	mace	7044770	chr1A__mac	5
weebil	mace	chr1A	1232354	9552128	BLAST	353	IWGSCv1.1	8319774	chr1A	5
mace	weebil	chr1A	529565620	534664123	BLAST	356	mace	5098503	chr1A__mac	5
weebil	mace	chr1A	532763709	537967220	BLAST	356	IWGSCv1.1	5203511	chr1A	5
paragon	weebil	chr1A	32549428	41372533	BLAST	357	IWGSCv1.1	8823105	chr1A	5
weebil	paragon	chr1A	32549428	41372533	BLAST	357	IWGSCv1.1	8823105	chr1A	5
paragon	weebil	chr1A	405007907	423289493	BLAST	358	IWGSCv1.1	18281586	chr1A	5
weebil	paragon	chr1A	405007907	423289493	BLAST	358	IWGSCv1.1	18281586	chr1A	5
paragon	weebil	chr1A	574336004	589792882	BLAST	359	IWGSCv1.1	15456878	chr1A	5
weebil	paragon	chr1A	574336004	589792882	BLAST	359	IWGSCv1.1	15456878	chr1A	5
robigus	weebil	chr1A	44363599	239903200	BLAST	360	IWGSCv1.1	195539601	chr1A	5
weebil	robigus	chr1A	44363599	239903200	BLAST	360	IWGSCv1.1	195539601	chr1A	5
robigus	weebil	chr1A	241312953	359690781	BLAST	361	IWGSCv1.1	118377828	chr1A	5
weebil	robigus	chr1A	241312953	359690781	BLAST	361	IWGSCv1.1	118377828	chr1A	5
robigus	weebil	chr1A	384105948	442567349	BLAST	362	IWGSCv1.1	58461401	chr1A	5
weebil	robigus	chr1A	384105948	442567349	BLAST	362	IWGSCv1.1	58461401	chr1A	5
arina	cadenza	chr1A	41624289	47761744	BLAST	370	arina	6137455	chr1A__ari	5
cadenza	arina	chr1A	36259371	42220780	BLAST	370	IWGSCv1.1	5961409	chr1A	5
arina	cadenza	chr1A	564278065	569578698	BLAST	372	arina	5300633	chr1A__ari	5
cadenza	arina	chr1A	558148139	563684009	BLAST	372	IWGSCv1.1	5535870	chr1A	5
arina	claire	chr1A	17071966	22341836	BLAST	374	arina	5269870	chr1A__ari	5
claire	arina	chr1A	14857039	20938081	BLAST	374	IWGSCv1.1	6081042	chr1A	5
arina	jagger	chr1A	85235827	91566549	BLAST	381	arina	6330722	chr1A__ari	5
jagger	arina	chr1A	79740280	86104680	BLAST	381	jagger	6364400	chr1A__jag	5
arina	jagger	chr1A	583639859	597871747	BLAST	383	arina	14231888	chr1A__ari	5
jagger	arina	chr1A	577122753	591241225	BLAST	383	jagger	14118472	chr1A__jag	5
arina	julius	chr1A	454832073	460673004	BLAST	385	arina	5840931	chr1A__ari	5
julius	arina	chr1A	444490257	450386882	BLAST	385	julius	5896625	chr1A__jul	5
arina	paragon	chr1A	348683496	356236127	BLAST	394	arina	7552631	chr1A__ari	5
paragon	arina	chr1A	340415026	347920800	BLAST	394	IWGSCv1.1	7505774	chr1A	5
arina	robigus	chr1A	102065972	108907373	BLAST	397	arina	6841401	chr1A__ari	5
robigus	arina	chr1A	97162370	104379785	BLAST	397	IWGSCv1.1	7217415	chr1A	5
arina	mattis	chr1A	63288899	69797574	BLAST	409	arina	6508675	chr1A__ari	5
mattis	arina	chr1A	63302602	69805359	BLAST	409	mattis	6502757	chr1A__sym	5
arina	mattis	chr1A	554664284	560225430	BLAST	416	arina	5561146	chr1A__ari	5
mattis	arina	chr1A	552611178	558126465	BLAST	416	mattis	5515287	chr1A__sym	5
arina	weebil	chr1A	102692498	108751582	BLAST	419	arina	6059084	chr1A__ari	5
weebil	arina	chr1A	97792599	104222866	BLAST	419	IWGSCv1.1	6430267	chr1A	5
cadenza	mattis	chr1A	36259371	41759420	BLAST	421	IWGSCv1.1	5500049	chr1A	5
mattis	cadenza	chr1A	41402251	46694226	BLAST	421	mattis	5291975	chr1A__sym	5
cadenza	mattis	chr1A	71059897	92581344	BLAST	423	IWGSCv1.1	21521447	chr1A	5
mattis	cadenza	chr1A	76097593	97438760	BLAST	423	mattis	21341167	chr1A__sym	5
cadenza	mattis	chr1A	295584873	301775767	BLAST	424	IWGSCv1.1	6190894	chr1A	5
mattis	cadenza	chr1A	302843858	309073799	BLAST	424	mattis	6229941	chr1A__sym	5
cadenza	weebil	chr1A	331517066	339484492	BLAST	425	IWGSCv1.1	7967426	chr1A	5
weebil	cadenza	chr1A	331517066	339484492	BLAST	425	IWGSCv1.1	7967426	chr1A	5
cadenza	weebil	chr1A	341867721	348851728	BLAST	426	IWGSCv1.1	6984007	chr1A	5
weebil	cadenza	chr1A	341867721	348851728	BLAST	426	IWGSCv1.1	6984007	chr1A	5
cadenza	weebil	chr1A	390708277	408493891	BLAST	427	IWGSCv1.1	17785614	chr1A	5
weebil	cadenza	chr1A	390708277	408493891	BLAST	427	IWGSCv1.1	17785614	chr1A	5
cadenza	weebil	chr1A	449665161	493284396	BLAST	428	IWGSCv1.1	43619235	chr1A	5
weebil	cadenza	chr1A	449665161	493284396	BLAST	428	IWGSCv1.1	43619235	chr1A	5
cadenza	weebil	chr1A	574331573	590250714	BLAST	429	IWGSCv1.1	15919141	chr1A	5
weebil	cadenza	chr1A	574331573	590250714	BLAST	429	IWGSCv1.1	15919141	chr1A	5
claire	mattis	chr1A	320222699	332047279	BLAST	432	IWGSCv1.1	11824580	chr1A	5
mattis	claire	chr1A	327764583	339539238	BLAST	432	mattis	11774655	chr1A__sym	5
claire	mattis	chr1A	563768608	568389259	BLAST	436	IWGSCv1.1	4620651	chr1A	5
mattis	claire	chr1A	556157635	562057810	BLAST	436	mattis	5900175	chr1A__sym	5
claire	mattis	chr1A	568458927	575466779	BLAST	437	IWGSCv1.1	7007852	chr1A	5
mattis	claire	chr1A	552611178	556073204	BLAST	437	mattis	3462026	chr1A__sym	5
mattis	claire	chr1A	578622535	581938910	BLAST	437	mattis	3316375	chr1A__sym	5
claire	weebil	chr1A	44363599	271621923	BLAST	439	IWGSCv1.1	227258324	chr1A	5
weebil	claire	chr1A	44363599	271621923	BLAST	439	IWGSCv1.1	227258324	chr1A	5
claire	weebil	chr1A	282552837	359690781	BLAST	440	IWGSCv1.1	77137944	chr1A	5
weebil	claire	chr1A	282552837	359690781	BLAST	440	IWGSCv1.1	77137944	chr1A	5
claire	weebil	chr1A	389819545	406156119	BLAST	441	IWGSCv1.1	16336574	chr1A	5
weebil	claire	chr1A	389819545	406156119	BLAST	441	IWGSCv1.1	16336574	chr1A	5
claire	weebil	chr1A	409852087	443704605	BLAST	442	IWGSCv1.1	33852518	chr1A	5
weebil	claire	chr1A	409852087	443704605	BLAST	442	IWGSCv1.1	33852518	chr1A	5
jagger	mattis	chr1A	324345286	333604018	BLAST	444	jagger	9258732	chr1A__jag	5
mattis	jagger	chr1A	328924132	338180725	BLAST	444	mattis	9256593	chr1A__sym	5
jagger	mattis	chr1A	334221819	342379627	BLAST	445	jagger	8157808	chr1A__jag	5
mattis	jagger	chr1A	338790326	346887855	BLAST	445	mattis	8097529	chr1A__sym	5
jagger	mattis	chr1A	427037879	433116334	BLAST	446	jagger	6078455	chr1A__jag	5
mattis	jagger	chr1A	431818285	437859304	BLAST	446	mattis	6041019	chr1A__sym	5
julius	mattis	chr1A	36661837	41980925	BLAST	448	julius	5319088	chr1A__jul	5
mattis	julius	chr1A	41402251	46694226	BLAST	448	mattis	5291975	chr1A__sym	5
julius	weebil	chr1A	337584839	348492103	BLAST	453	julius	10907264	chr1A__jul	5
weebil	julius	chr1A	340415026	351350790	BLAST	453	IWGSCv1.1	10935764	chr1A	5
lancer	mattis	chr1A	324644247	333900060	BLAST	456	lancer	9255813	chr1A__lac	5
mattis	lancer	chr1A	328924132	338180725	BLAST	456	mattis	9256593	chr1A__sym	5
lancer	mattis	chr1A	336645557	342602076	BLAST	457	lancer	5956519	chr1A__lac	5
mattis	lancer	chr1A	340927180	346887855	BLAST	457	mattis	5960675	chr1A__sym	5
mace	mattis	chr1A	322150462	330819472	BLAST	460	mace	8669010	chr1A__mac	5
mattis	mace	chr1A	328931699	337625645	BLAST	460	mattis	8693946	chr1A__sym	5
mace	mattis	chr1A	334120635	340078309	BLAST	461	mace	5957674	chr1A__mac	5
mattis	mace	chr1A	340927180	346887855	BLAST	461	mattis	5960675	chr1A__sym	5
robigus	mattis	chr1A	321395030	330771472	BLAST	471	IWGSCv1.1	9376442	chr1A	5
mattis	robigus	chr1A	328924132	338249461	BLAST	471	mattis	9325329	chr1A__sym	5
stanley	mattis	chr1A	322859251	332177831	BLAST	479	stanley	9318580	chr1A__sta	5
mattis	stanley	chr1A	328924132	338180725	BLAST	479	mattis	9256593	chr1A__sym	5
stanley	mattis	chr1A	334553468	340964408	BLAST	480	stanley	6410940	chr1A__sta	5
mattis	stanley	chr1A	340551774	346887855	BLAST	480	mattis	6336081	chr1A__sym	5
mattis	weebil	chr1A	328442089	339539238	BLAST	483	mattis	11097149	chr1A__sym	5
weebil	mattis	chr1A	320891334	332047279	BLAST	483	IWGSCv1.1	11155945	chr1A	5
mace	weebil	chr1B	40000000	525000000	nucmer	484	mace	485000000	chr1B__mac	5
stanley	landmark	chr1B	40000000	335000000	nucmer	485	stanley	295000000	chr1B__sta	5
landmark	stanley	chr1B	35000000	325000000	nucmer	485	landmark	290000000	chr1B__ldm	5
landmark	stanley	chr1B	340000000	605000000	nucmer	486	landmark	265000000	chr1B__ldm	5
stanley	landmark	chr1B	350000000	615000000	nucmer	486	stanley	265000000	chr1B__sta	5
jagger	mattis	chr1B	95000000	345000000	nucmer	487	jagger	250000000	chr1B__jag	5
mattis	jagger	chr1B	95000000	335000000	nucmer	487	mattis	240000000	chr1B__sym	5
lancer	norin61	chr1B	400000000	500000000	nucmer	488	lancer	100000000	chr1B__lac	5
norin61	lancer	chr1B	405000000	500000000	nucmer	488	norin61	95000000	chr1B__nor	5
stanley	weebil	chr1B	580000000	675000000	nucmer	489	stanley	95000000	chr1B__sta	5
julius	claire	chr1B	25000000	115000000	nucmer	490	julius	90000000	chr1B__jul	5
julius	robigus	chr1B	100000000	175000000	nucmer	491	julius	75000000	chr1B__jul	5
stanley	robigus	chr1B	230000000	300000000	nucmer	492	stanley	70000000	chr1B__sta	5
jagger	robigus	chr1B	180000000	230000000	nucmer	493	jagger	50000000	chr1B__jag	5
arina	landmark	chr1B	450000000	495000000	nucmer	494	arina	45000000	chr1B__ari	5
arina	stanley	chr1B	450000000	495000000	nucmer	495	arina	45000000	chr1B__ari	5
landmark	arina	chr1B	450000000	495000000	nucmer	494	landmark	45000000	chr1B__ldm	5
landmark	paragon	chr1B	90000000	135000000	nucmer	496	landmark	45000000	chr1B__ldm	5
mace	weebil	chr1B	640000000	685000000	nucmer	497	mace	45000000	chr1B__mac	5
stanley	arina	chr1B	455000000	500000000	nucmer	495	stanley	45000000	chr1B__sta	5
arina	cadenza	chr1B	60000000	100000000	nucmer	498	arina	40000000	chr1B__ari	5
jagger	robigus	chr1B	255000000	295000000	nucmer	499	jagger	40000000	chr1B__jag	5
landmark	robigus	chr1B	225000000	265000000	nucmer	500	landmark	40000000	chr1B__ldm	5
jagger	lancer	chr1B	615000000	650000000	nucmer	501	jagger	35000000	chr1B__jag	5
lancer	jagger	chr1B	605000000	640000000	nucmer	501	lancer	35000000	chr1B__lac	5
arina	lancer	chr1B	540000000	570000000	nucmer	502	arina	30000000	chr1B__ari	5
jagger	robigus	chr1B	310000000	340000000	nucmer	503	jagger	30000000	chr1B__jag	5
lancer	arina	chr1B	535000000	565000000	nucmer	502	lancer	30000000	chr1B__lac	5
landmark	weebil	chr1B	575000000	605000000	nucmer	504	landmark	30000000	chr1B__ldm	5
stanley	paragon	chr1B	95000000	125000000	nucmer	505	stanley	30000000	chr1B__sta	5
julius	claire	chr1B	130000000	155000000	nucmer	506	julius	25000000	chr1B__jul	5
lancer	stanley	chr1B	665000000	690000000	nucmer	507	lancer	25000000	chr1B__lac	5
norin61	jagger	chr1B	0	25000000	nucmer	508	norin61	25000000	chr1B__nor	5
jagger	mace	chr1B	535000000	555000000	nucmer	509	jagger	20000000	chr1B__jag	5
jagger	robigus	chr1B	360000000	380000000	nucmer	510	jagger	20000000	chr1B__jag	5
julius	claire	chr1B	475000000	495000000	nucmer	511	julius	20000000	chr1B__jul	5
julius	robigus	chr1B	475000000	495000000	nucmer	512	julius	20000000	chr1B__jul	5
landmark	paragon	chr1B	340000000	360000000	nucmer	513	landmark	20000000	chr1B__ldm	5
landmark	robigus	chr1B	65000000	85000000	nucmer	514	landmark	20000000	chr1B__ldm	5
landmark	stanley	chr1B	655000000	675000000	nucmer	515	landmark	20000000	chr1B__ldm	5
mace	jagger	chr1B	525000000	545000000	nucmer	509	mace	20000000	chr1B__mac	5
mace	mattis	chr1B	590000000	610000000	nucmer	516	mace	20000000	chr1B__mac	5
stanley	claire	chr1B	305000000	325000000	nucmer	517	stanley	20000000	chr1B__sta	5
stanley	lancer	chr1B	685000000	705000000	nucmer	507	stanley	20000000	chr1B__sta	5
stanley	paragon	chr1B	350000000	370000000	nucmer	518	stanley	20000000	chr1B__sta	5
mattis	mace	chr1B	590000000	610000000	nucmer	516	mattis	20000000	chr1B__sym	5
arina	paragon	chr1B	675000000	690000000	nucmer	519	arina	15000000	chr1B__ari	5
jagger	norin61	chr1B	10000000	25000000	nucmer	508	jagger	15000000	chr1B__jag	5
julius	cadenza	chr1B	60000000	75000000	nucmer	520	julius	15000000	chr1B__jul	5
julius	paragon	chr1B	555000000	570000000	nucmer	521	julius	15000000	chr1B__jul	5
landmark	cadenza	chr1B	35000000	50000000	nucmer	522	landmark	15000000	chr1B__ldm	5
landmark	claire	chr1B	300000000	315000000	nucmer	523	landmark	15000000	chr1B__ldm	5
stanley	arina	chr1B	20000000	35000000	nucmer	524	stanley	15000000	chr1B__sta	5
stanley	cadenza	chr1B	40000000	55000000	nucmer	525	stanley	15000000	chr1B__sta	5
stanley	landmark	chr1B	665000000	680000000	nucmer	515	stanley	15000000	chr1B__sta	5
stanley	robigus	chr1B	20000000	35000000	nucmer	526	stanley	15000000	chr1B__sta	5
stanley	robigus	chr1B	165000000	180000000	nucmer	527	stanley	15000000	chr1B__sta	5
stanley	weebil	chr1B	335000000	350000000	nucmer	528	stanley	15000000	chr1B__sta	5
mattis	robigus	chr1B	320000000	335000000	nucmer	529	mattis	15000000	chr1B__sym	5
arina	stanley	chr1B	15000000	25000000	nucmer	524	arina	10000000	chr1B__ari	5
jagger	claire	chr1B	140000000	150000000	nucmer	530	jagger	10000000	chr1B__jag	5
jagger	claire	chr1B	410000000	420000000	nucmer	531	jagger	10000000	chr1B__jag	5
jagger	mattis	chr1B	585000000	595000000	nucmer	532	jagger	10000000	chr1B__jag	5
julius	claire	chr1B	325000000	335000000	nucmer	533	julius	10000000	chr1B__jul	5
julius	claire	chr1B	640000000	650000000	nucmer	534	julius	10000000	chr1B__jul	5
julius	robigus	chr1B	225000000	235000000	nucmer	535	julius	10000000	chr1B__jul	5
julius	robigus	chr1B	555000000	565000000	nucmer	536	julius	10000000	chr1B__jul	5
lancer	mattis	chr1B	680000000	690000000	nucmer	537	lancer	10000000	chr1B__lac	5
landmark	paragon	chr1B	675000000	685000000	nucmer	538	landmark	10000000	chr1B__ldm	5
landmark	robigus	chr1B	130000000	140000000	nucmer	539	landmark	10000000	chr1B__ldm	5
landmark	stanley	chr1B	690000000	700000000	nucmer	540	landmark	10000000	chr1B__ldm	5
mace	cadenza	chr1B	630000000	640000000	nucmer	541	mace	10000000	chr1B__mac	5
mace	paragon	chr1B	630000000	640000000	nucmer	542	mace	10000000	chr1B__mac	5
mace	stanley	chr1B	330000000	340000000	nucmer	543	mace	10000000	chr1B__mac	5
